CHR,POS1,POS2,PHENE,PHENE_CATEGORY,SINGLE_GENE_TRAIT_OR_DISORDER,DISEASE_RELATED,GENE_SYMBOL,GENE_DESCRIPTION,PHENE_URL,GENE_DETAILS_URL,BREEDS
,,,Haplotype with homozygous deficiency HH15,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001838/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency HH16,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001839/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency HH17,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001840/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency HH8,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001831/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency HH9,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001832/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency MH10,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001849/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency MH11,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001850/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency MH3,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001842/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency MH4,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001843/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency MH5,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001844/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency MH6,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001845/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency MH7,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001846/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency MH8,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001847/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency MH9,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001848/9913/,,VBO_0000306
,,,Haplotype with homozygous deficiency NH1,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001851/9913/,,VBO_0000322
,,,Haplotype with homozygous deficiency NH3,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001853/9913/,,VBO_0000322
,,,Haplotype with homozygous deficiency NH4,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001854/9913/,,VBO_0000322
,,,Haplotype with homozygous deficiency NH5,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001829/9913/,,VBO_0000322
,,,Haplotype with homozygous deficiency NH6,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001855/9913/,,VBO_0000322
,,,Preputial prolapse/eversion,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA001265/9913/,,
,,,Rectovaginal constriction,Digestive / alimentary phene,yes,yes,,,https://www.omia.org/OMIA000850/9913/,,VBO_0000250
19,44082437,44066247,Spherocytosis,Haematopoietic system phene,yes,yes,SLC4A1,"solute carrier family 4 (anion exchanger), member 1 (Diego blood group)",https://www.omia.org/OMIA001228/9913/,https://www.omia.org/gene286817/,VBO_0004987
,,,Congenital chondrodystrophy of unknown origin,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA001814/9913/,,
,,,Haemangiosarcoma,Neoplasm,unknown,yes,,,https://www.omia.org/OMIA001813/9913/,,
,,,Recombination rate,Normal phene,no,no,,,https://www.omia.org/OMIA001691/9913/,,
,,,Endocardial fibroelastosis,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA001803/9913/,,
,,,Patellar luxation,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000778/9913/,,
,,,Haemochromatosis,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000428/9913/,,
,,,"Niemann-Pick disease, type A",Lysosomal storage disease,unknown,yes,,,https://www.omia.org/OMIA001795/9913/,,
,,,Lysosomal storage disease,Lysosomal storage disease,unknown,yes,,,https://www.omia.org/OMIA000616/9913/,,
,,,Y anomaly in low reproductive females,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA001769/9913/,,
,,,Congenital dyserythropoietic anaemia with dyskeratosis and progressive alopecia,Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA000313/9913/,,VBO_0000341
,,,"Cleft lip and jaw, unilateral",Craniofacial phene,yes,yes,,,https://www.omia.org/OMIA001585/9913/,,
23,27522790,27520317,Myopathy of the diaphragmatic muscles,Muscle phene,yes,yes,HSPA1A,heat shock 70kDa protein 1A,https://www.omia.org/OMIA001319/9913/,https://www.omia.org/gene282254/,VBO_0000239
28,8554283,8378030,Chediak-Higashi syndrome,Haematopoietic system phene,yes,yes,LYST,lysosomal trafficking regulator,https://www.omia.org/OMIA000185/9913/,https://www.omia.org/gene281072/,VBO_0004987
,,,Alopecia areata,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001702/9913/,,
,,,"Porphyria, congenital erythropoietic",Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA001175/9913/,,
,,,Knobbed acrosome,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000576/9913/,,
,,,Congenital hydranencephaly and cerebellar hypoplasia,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001689/9913/,,
,,,Polydactyly,Skeleton phene (incl. short stature & teeth),no,yes,,,https://www.omia.org/OMIA000810/9913/,,
,,,Heterochromia irides/iridis,Vision / eye phene,yes,yes,,,https://www.omia.org/OMIA000468/9913/,,
,,,Limber legs,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA000601/9913/,,
,,,"Cardiomyopathy, hypertrophic",Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000515/9913/,,
,,,Coloboma,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000219/9913/,,
,,,Hyperhidrosis,Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA001231/9913/,,
,,,Impotentia cocundi,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000560/9913/,,
,,,Ectromelia,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001126/9913/,,
,,,Vitiligo,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001055/9913/,,
,,,Testicular hypoplasia,Reproductive system phene,yes,yes,,,https://www.omia.org/OMIA000992/9913/,,
,,,"Tendons, contracted, congenital",Muscle phene,unknown,yes,,,https://www.omia.org/OMIA000990/9913/,,
,,,Platelet function defect,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA000803/9913/,,
,,,Pulmonary adenomatosis,Respiratory system phene,unknown,yes,,,https://www.omia.org/OMIA000840/9913/,,
,,,Seminal defect,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000896/9913/,,
,,,Skin defect,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000919/9913/,,
,,,Prognathism,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000823/9913/,,
,,,"Sperm, decapitated",Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA001662/9913/,,
,,,Microhydranencephalus,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000647/9913/,,
,,,Muscle contracture and chondrodysplasia,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000675/9913/,,
,,,Omphalocele,Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA000741/9913/,,
,,,"Otocephaly, generic",Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA001127/9913/,,
,,,"Pasterns, bowed",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000775/9913/,,
,,,"Pasterns, flexed",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000776/9913/,,
,,,Persistent truncus arteriosus,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000795/9913/,,
,,,Persistent truncus arteriosus with ventricular septal defect and patent foramen ovale,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA001218/9913/,,VBO_0000193
,,,Syringomyelia,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000965/9913/,,
,,,Epididymal aplasia,Reproductive system phene,yes,yes,,,https://www.omia.org/OMIA000343/9913/,,
,,,"Ataxia, progressive",Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA001091/9913/,,
,,,Genital hypoplasia,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000406/9913/,,
,,,"Debility, congenital",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000260/9913/,,
,,,Double cervix,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000293/9913/,,
,,,"Dwarfism, stumpy",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000311/9913/,,
,,,Ectrodactyly,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000324/9913/,,
,,,Corneal opacity,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000231/9913/,,
,,,Amputated,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA000036/9913/,,
,,,Blood group system A,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000117/9913/,,
,,,Blood group system B,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000120/9913/,,
,,,Blood group system C,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000121/9913/,,
,,,Blood group system F,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000124/9913/,,
,,,Blood group system J,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000130/9913/,,
,,,Blood group system L,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000132/9913/,,
,,,Blood group system M,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000133/9913/,,
,,,Blood group system N',Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA001629/9913/,,
,,,Blood group system R',Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA001630/9913/,,
,,,Blood group system S,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000139/9913/,,
,,,Blood group system T',Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA001631/9913/,,
,,,Blood group system Z,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA001632/9913/,,
,,,"Coat colour, albinism, incomplete",Pigmentation phene,yes,yes,,,https://www.omia.org/OMIA000204/9913/,,
,,,Anophthalmos microphthalmos,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000050/9913/,,
,,,Achondroplasia foetalis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000005/9913/,,
,,,Adenohypophyseal aplasia,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000014/9913/,,
,,,Agenesis of corpus callosum,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000021/9913/,,
,,,Aprosopia,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000058/9913/,,
,,,"Hymen, imperforate",Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA001107/9913/,,
,,,Anencephaly/Exencephaly,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000044/9913/,,
,,,"Dwarfism, snorter",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000310/9913/,,
,,,Hypospadias,Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA001187/9913/,,
,,,Acroteriasis congenita,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA000010/9913/,,
,,,"Ankylosis, generalised",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000047/9913/,,
,,,"Ankylosis, jaw",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA001556/9913/,,
,,,"Hernia, brain",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000457/9913/,,
,,,"Limbs, curved",Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA000603/9913/,,
,,,Ljutikow's lethal,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001557/9913/,,
,,,"Micromelia, achondroplastic",Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA001558/9913/,,
,,,Mummified foetus,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA000673/9913/,,
,,,Muscle contracture,Muscle phene,yes,yes,,,https://www.omia.org/OMIA000674/9913/,,
,,,Short spine,Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000911/9913/,,
,,,"Pancytopenia, neonatal",Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA001539/9913/,,
,,,Dermoid sinus,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000272/9913/,,
,,,"Tail, kinky",Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA000973/9913/,,
,,,"Tail, wry",Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA001510/9913/,,
,,,Tomaculous neuropathy,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001491/9913/,,
,,,Cerebellar abiotrophy,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000175/9913/,,
,,,"Megaoesophagus, generic",Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000631/9913/,,
,,,Malignant hyperthermia,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000621/9913/,,
,,,"Laryngeal paralysis, generic",Respiratory system phene,unknown,yes,,,https://www.omia.org/OMIA001206/9913/,,
,,,Megacolon,Pigmentation phene,unknown,yes,,,https://www.omia.org/OMIA000629/9913/,,
,,,Anotia,Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA001411/9913/,,
,,,Diphallus,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA001410/9913/,,
,,,Hyperextension of fetlock joints,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001412/9913/,,
,,,Abrachia,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000002/9913/,,
,,,Adactyly,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000012/9913/,,
,,,Agnathia,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000022/9913/,,
,,,Allergic rhinitis,Respiratory system phene,unknown,yes,,,https://www.omia.org/OMIA000027/9913/,,
,,,"Alopecia, progressive",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000824/9913/,,
,,,"Amyloidosis, renal",Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA000040/9913/,,
,,,Androgen insensitivity syndrome (AIS),Reproductive system phene,yes,yes,,,https://www.omia.org/OMIA000991/9913/,,
,,,Anophthalmos,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000049/9913/,,
,,,Aplasia segmentalis ductus wolffii,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000056/9913/,,
,,,"Arthrogryposis, generic",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000069/9913/,,
,,,Ascites,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA001169/9913/,,
,,,"Ataxia, generic",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000077/9913/,,
,,,Atresia coli,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000085/9913/,,
,,,Atresia ilei,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000086/9913/,,
,,,Atrial septal defect,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000089/9913/,,
,,,Atrophic rhinitis,Respiratory system phene,unknown,yes,,,https://www.omia.org/OMIA000091/9913/,,
,,,Black hair follicular dysplasia,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000110/9913/,,
,,,Brachygnathia superior,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000149/9913/,,
,,,Cardiac anomaly,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000159/9913/,,
,,,Cerebellar cortical atrophy,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000177/9913/,,
,,,Cerebellar disease,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000178/9913/,,
,,,Cerebellar hypoplasia,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000179/9913/,,
,,,Chondrodystrophy,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000189/9913/,,
,,,Cleft lip,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000444/9913/,,
,,,Cleft palate,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000197/9913/,,
,,,Cranial duplication,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000235/9913/,,
,,,Cryptorchidism,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000243/9913/,,
,,,Cyclopia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000249/9913/,,
,,,Cystic ovary,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000254/9913/,,
,,,Defective keratogenesis of hooves and mouth,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000261/9913/,,
,,,"Dermoid, ocular",Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000274/9913/,,
,,,Diabetes mellitus,Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000279/9913/,,
,,,"Diabetes mellitus, type 1",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000283/9913/,,
,,,"Difference of sexual development, generic",Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000564/9913/,,
,,,Diprosopus,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000290/9913/,,
,,,Duck-legged,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000295/9913/,,
,,,"Dwarfism, GHR-related",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA001323/9913/,,
,,,"Ears, double",Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA000318/9913/,,
,,,Epidermal dysplasia,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000338/9913/,,
,,,Epidermolysis,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000339/9913/,,
,,,"Epidermolysis bullosa, junctionalis",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000342/9913/,,
,,,Epiphora,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA001239/9913/,,
,,,Epistaxis,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA000346/9913/,,
,,,Epitheliogenesis imperfecta,Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA000348/9913/,,
,,,Extra ear lobes,Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA000355/9913/,,
,,,Eye defects,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000358/9913/,,
,,,Fragile X,Chromosomal disorder,unknown,yes,,,https://www.omia.org/OMIA000391/9913/,,
,,,"Gangliosidosis, generic",Lysosomal storage disease,unknown,yes,,,https://www.omia.org/OMIA000401/9913/,,
,,,Glandular aplasia,Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000410/9913/,,
,,,Haemolytic uremic syndrome,Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA000435/9913/,,
,,,"Heart defect, congenital",Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000446/9913/,,
,,,Hemivertebrae,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA001191/9913/,,
,,,"Hepatic fibrosis, idiopathic",Liver/biliary system phene,unknown,yes,,,https://www.omia.org/OMIA000454/9913/,,
,,,"Hernia, inguinal",Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA000462/9913/,,
,,,"Hernia, scrotal",Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA000464/9913/,,
,,,"Hernia, ventral",Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA000466/9913/,,
,,,High lysozyme activity,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000470/9913/,,
,,,Hip dysplasia,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000473/9913/,,
,,,Histocytosis,Neoplasm,unknown,yes,,,https://www.omia.org/OMIA000474/9913/,,
,,,"Hocks, straight",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000475/9913/,,
,,,Horner syndrome,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001197/9913/,,
,,,Hydranencephaly,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000486/9913/,,
,,,"Hydrocephalus, internal",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000489/9913/,,
,,,"Hyperbilirubinaemia, generic",Homeostasis / metabolism phene,yes,yes,,,https://www.omia.org/OMIA000495/9913/,,
,,,Hypermetria,Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA000506/9913/,,
,,,Hypertrichosis,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000513/9913/,,
,,,Hypoplasia of sex organs,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000530/9913/,,
,,,"Hypotrichosis, semi",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000541/9913/,,
,,,Immunoglobulin G2 deficiency,Immune system phene,unknown,yes,,,https://www.omia.org/OMIA000555/9913/,,
,,,Interdigital tissue pachydermia,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000563/9913/,,
,,,"Intussusception, susceptibility to",Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA001227/9913/,,
,,,"Joint laxity and dwarfism, congenital",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000570/9913/,,
,,,Laminitis,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001225/9913/,,
,,,Lethal gene,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA000590/9913/,,
,,,"Limb deformity, congenital",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000599/9913/,,
,,,Micrencephaly,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000644/9913/,,
,,,Microphthalmia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000649/9913/,,
,,,Mucopolysaccharidosis I,Lysosomal storage disease,yes,yes,,,https://www.omia.org/OMIA000664/9913/,,
,,,Myoclonus epilepsy of Lafora,Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA000690/9913/,,
,,,Myositis ossificans,Muscle phene,unknown,yes,,,https://www.omia.org/OMIA000697/9913/,,
,,,"Necrotising encephalopathy, subacute, of Leigh",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001097/9913/,,
,,,"Neuromuscular disease, degenerative",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001351/9913/,,
,,,Osteoarthritis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000747/9913/,,
,,,Osteochondrosis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000750/9913/,,
,,,Osteodystrophy,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000753/9913/,,
,,,"Otitis interna, susceptibility to",Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA001277/9913/,,
,,,"Otitis media, susceptibility to",Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA001266/9913/,,
,,,Ovarian aplasia,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000759/9913/,,
,,,Ovarian hypoplasia,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000761/9913/,,
,,,Patent ductus arteriosus,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000779/9913/,,
,,,Pemphigus,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001188/9913/,,
,,,Persistent frenulum praeputii,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000792/9913/,,
,,,"Phalanges, reduced",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000798/9913/,,
,,,Polycythemia,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA000809/9913/,,
,,,Polymicrogyria,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001100/9913/,,
,,,Portosystemic shunt,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA000817/9913/,,
,,,Prolonged gestation,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000833/9913/,,
25,9935961,9933492,Protamine-2 deficiency,Normal phene,yes,yes,PRM2,protamine 2,https://www.omia.org/OMIA000834/9913/,https://www.omia.org/gene281424/,
,,,Serum cholesterol level,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000898/9913/,,
,,,Situs inversus,Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA001102/9913/,,
,,,Sperm defect,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000930/9913/,,
,,,"Sperm, dag defect of",Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000932/9913/,,
,,,Spina bifida,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000933/9913/,,
,,,Spina bifida with myelomeningocele,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000935/9913/,,
,,,Spinal dysraphism,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000938/9913/,,
,,,"Stenosis, spinal",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000947/9913/,,
,,,Stringhalt,Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA000950/9913/,,
,,,"Tail, short",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000975/9913/,,
,,,Taillessness,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000977/9913/,,
,,,Teat / nipple injury,Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000984/9913/,,
,,,"Teat / nipple, bottle",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000986/9913/,,
,,,"Teat / nipple, depressed",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000728/9913/,,
,,,"Teat / nipple, fused",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000987/9913/,,
,,,"Teat / nipple, inverted",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000729/9913/,,
,,,Tetralogy of Fallot,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000994/9913/,,
